,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
NOT,0,0,0,0,0,0,0,0,0,0,0,0,0.001344133,0,0,0.897016021,0,0,0,0,0.132742256,0,0,0,0,0,0,0,0,0.217343131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008016304,0,0,0,0,0,0,0,0,0,0,0.036236374,0,0,0.024040629,0.049980584,0.311414787,0,0,0.130019038,0,0.000294372,0,0.047419012,0.000689422,1.616693212,0.34288089,0.499224197,0.119178244,0,1.525283756,0,0,0,0,0,0,0,0.10240749,0,0,0,0,0.12410287,0.072267088,0.218777181,0.002522816,0,0,0,0,0,0,0.082429329,1.937453588,0,0.019677121,0,0.018775864,0.017956276,0,0,0,0.210867311,0,0,0,0,0,0,0,0.877026039,0,0,0,0.022701044,0,0.179289934,0.001263673,0.40004083,0.021936463,0,0.199636608,0,0,0,0.632599205,0.104643695,0.180731516,0.060948479,0,0,0.000331713,0,0,0.080916654,0,0,0,0,0,0,0,0,0,0.095572895,0.016044254,0,0,0.136597767,0,0,0.345506962,0.324641087,0,6.206421565,4.867248957,0,0,0,0,0.101171219,0.065614277,0.016138444,0.000725878,0.02806565,0.167017063,0.000977361,0,0,0,0.032524952,0.007655597,0,0.000304603,0,0.02135988,0.017416228,0.000690835,0,0,0,0,0,0,0,0.177375014,0,0,0,0,0,0,0.000892775,0.011889274,0,0,0,0,0,0,0.15697503,0,0,0,0,0.155757328,0.002236026
NPC,0,0,0,0,0.006537705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622638,0,0,0,0,0,0,0,0,0.050724864,0.01617904,0,0.052586164,0,0,1.533502241,0.024727471,0,0,0.000237435,0,0,0,0,0.005002629,0,0,0,0,0,0,0,0,0,0.282942854,0.039340107,0,0,0,0,0,0,0,0.013541056,0.091274476,0,0,0,0,0,0.201598364,0.040293211,0.090932996,0,0.179345159,0.0233207,0,0,0,0,0,0.01711641,0,0.293534118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59813866,0,0,0.018325083,0.006761972,0,0,9.75096E-05,0,0,0.000108923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66037E-05,0,0.032192881,0,0,0,0,0,0,0,0,0,0,0,0.01938398,0.001609256,0,0.071133441,0,0,0,0.170723459,0,3.185250644,0.037586717,0,0.104710205,0,0.005041306,0.108823839,0.090571167,0.001234042,0.002775892,0,0,0.000872902,0,0,0,0,0,0,0,0,0,0,0.022200294,0,0,0,0,0,0,0,0.034606571,0,0,0,0,0.156003329,0.000766752,0,0,0,0,0,0,0,0,0.080515167,0,0.008559849,0,0.028448166,0.131780922,0
NTS,0.001202874,0.000878891,0.000154355,0,3.11535E-05,0,0.00140237,0.000516773,0.001216018,0.050003465,0,0,0,0.000587233,0.00237605,0,0,0.002260258,0.003436343,0.002454643,0,0,0,0,0,0,0.000108055,0.003019455,0.002265468,0,7.68511E-05,0,0.004063446,0.001103455,0.000661605,0.002365628,0,0,0.016770844,0.006815681,0.00507503,0.001374077,0,0.000575716,0.003503418,0.003010082,0.00333046,0.000708752,0.000140567,2.7388E-05,0,0,0,8.35158E-05,0.00082325,0.0004548,0,0.00162607,0,0,0,0.001594403,0.00022883,0.004473353,0.049324107,0,0.002049592,1.573802526,0,0.015421846,0.000125376,7.03668E-05,0.000497947,0.001402895,0,0,0,0.074724969,0,0,0,0,0.06498521,0,0.237141147,1.224195762,0.000452044,0,0,0,0,0.000990431,0,0.004300575,0.006718739,0.004820283,0,0,0,0,0,0,0.00219482,0,0.0083688,0.00071711,0.001125369,0,0,0.155891094,0,0,0.000152494,0.004929157,1.83157E-05,0.00072171,0.095294509,0.000299447,1.463976343,0.540841365,0.059921036,0.000921972,0,0.013926,0.002102226,0,0.108964114,0.001529063,0.006988039,0.000162275,0,0,0,0.000734509,8.09873E-05,0,0.001600402,0,0.463629277,0,0,0.33503051,0.000532013,0.002457625,0.001963435,0.010891551,0.000678747,0,0,0,0.004095568,0.000346945,0,0,0.005655822,0.000651739,0.002733383,0.002011791,0,0,0,0.002179078,0,0,0,0,0.006108532,0.003695706,0.029310553,0.00329407,0.001242442,0,0,0.154584093,0.25708289,0.280421301,0.010116558,0.000332702,0.001472824,0.00202677,0.002267016,0.001523987,0.008192188,0.0014556,0.001403517,0,0.000321591,0.289689599,0.04851933,0.001913972,0,0,0,0.006306295,0.000416297,0.552330267,0,0.012213917,0.355668214,0.001615835,0.000554084,0.001329754,1.33123E-05,0.001248539,0.000318669,0.000538675,0,3.21248E-05,0,0,0,0.007014476,0.704735789
ORBl,0.061185578,0.176082425,0,0.218644431,0,0,0.183404105,0,0.204597005,0.000594445,0.030842405,0.011788727,0,0.023023585,0,0.002473839,0,0,0,0.02558302,0.000811247,0,0.005208258,0,0,0,0,0,1.15775E-05,0.012750018,0.083195405,0.004273057,0.098391877,0.004207518,0,0.338078376,0.058765165,0,0.00334681,0,0,0,0,0,0.005720096,0.015326281,0.0363037,0,0.097685658,0,0,0,0.200883011,0,0,0.006326677,0.006569059,0,0,0,0,0.001405331,0.024114049,0.025909683,0.002026392,0,0.014373417,0.01814341,0,4.42852E-05,0,0,0,0.004152991,0.235292746,0,0.009709083,0,0,0,0,0.073392775,0.006044946,0.362426141,0.000474714,0.001324952,0.00666463,0,0,0,0,0,0,0,0.315953156,1.420788115,0,0,0,0.644461218,0,0.000654083,0.050516184,0.004241308,0,0.008162755,3.69969E-06,0,0.018452882,0.00142551,0.392450168,0.107367358,0.264604183,0.090037382,1.07498E-05,0,0.219544574,0,0.008734962,0.017750576,0.009752166,0,0.049351172,0,0.02959071,0,0.003805129,0.018595872,0,0.12406357,0,0.020255161,0.000600692,0,0.000356948,0.012034158,0.00014938,0,0.052900877,0.07142727,0.000624462,0.001572719,0,0,0,0,0,0,0,0,0.001462816,0.055907493,0.000600517,0.019264184,0.0311719,0,0,0.000232498,0.092936271,0,0.28821454,0,1.83646E-05,0.37298882,0,0.098114724,0.051163895,0.09955867,0.001090302,0.00249204,0.003667049,0.00731262,4.28646E-05,0.000225203,0.000438992,0.000213274,0.171206735,0.02178594,0,0,0,0.031387972,0.014022181,0.012875353,0,0,0.002579203,0.005844224,0.000721788,0,0,0.044629553,0,0,0,0.002039239,0.159256126,0,0.002897659,0,0,0,0,0,0,0,0.243143594,0,0.003691635,0.003837577,0,0.179074407,6.09073E-05
ORBm,0.00847306,0.405583703,0.361959645,1.356947199,0,0,0.245407389,0.077614412,0.439163378,0,0,0,0.000172702,0,0.004146445,0,0,0,0,0.00599329,0,0.075327489,0,0,0,0,0,0,0,0,0.052072217,0,0,0.004242592,0,1.398091591,0,0.000130993,0,7.95714E-05,0,0,0,0.018333754,0,0.053657518,0.131222795,0,0.045253545,0.004926559,0.000151582,2.2843E-06,0.064166739,0.001665605,0,0,0,0,0.000426955,0,0,0,0.46481738,0,0,0,0.000175698,0,0.016704058,0,0,0,0,0.001581556,0,0,0.007655666,0,0.005531383,0.08410434,0,0.009102692,0,0,0,0,0.010182646,0,0,0,0,0,0,0,0,0.400892175,0,0,0,0,0.012953461,0,0.077641657,0,0,0.009317926,0,0,0,0,0.127955011,0,0.048954446,0.269268846,0,0.004438857,0,0,0,0,0,0.037261734,0,5.90171E-05,0,0,0,0.001430154,0.110885288,0.400216298,3.2009E-05,0,0,0.000670463,0,0,0.001236222,0,0,0,0,0,0,0.005484021,0,0,0,0,0,0,0,0,0,0,0,0.075584465,0.072556292,0.012051456,0,0,0,0,0.002041825,0.031106475,0,0,0,0,0,0,0.001771574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255805,0,0.004133734,0,0,0,0.000104685,0,0.000721527,0.042326217,0,0,0,0.000165955,0,0.002371733,0,0.039427915,0,0,0,0,0,0,0,0,0,0,0
ORBvl,0,0.009915288,0,0.022082067,0,0,0.034084678,0,0,0.000220322,0.024413971,0.016988085,0,0.011368708,0.156711095,0,0,0.060982267,0.026521155,0.009026341,0,0.001209227,0,0,0,0,0,0.023472433,0.000375587,0.021125369,0.06856524,0.001092499,0.036255313,0,0,1.922717512,0.027823246,0,0.001267734,2.74366E-05,0,0,0,0.009401483,0,0.003844452,0,0,0.098729206,0,0,0,0,0.018786103,0.101111432,0.008000333,0.019414554,0.056318804,0,0,0,0,0,0.006243507,0.004094669,0,0.003726487,0.02126746,0,0.000129236,0,0,0,0,0,0,0,0,0.001647718,0,0,0,0.009200382,0.201440522,0.000460569,0.002814642,0,0,0,0,0,0,0,0,0.362257427,0,0,0,0,0,0,0,0,0.005241506,0.000979016,0,0,0,0,0,0.109550692,0,0.06198328,0.000239813,0,0,0,0,0.013886702,0.017464345,0.021719858,0,0.015382651,0,0.013345255,0.000419144,0.002426768,0,0.301304313,0,0,0.036503746,0,0,0,0.005425965,0,0,0.037730178,0.017871732,0.000603969,0.001929357,0,0.21950805,0,0,0,0,0,0,0,0.044206413,0.000428415,0,0,0.050766803,0.040438848,0.001946457,0.070228396,0,0,0,0,0,0,0.098664902,0.010382704,0.029529094,0.000467242,0,0,0,0,0,0.001059737,0.001222936,0.151551203,0.053047257,0.025377903,0.005422673,0.106572677,0.114245684,0.075774564,0,0,0,0,0.003383361,0.000648767,0.103696135,0,0.018845464,0,0.05626369,0,0.002559225,0.155495036,0,0.002459538,0.011472245,0.059545801,0.158762247,0.030523531,0.132412253,0.007102798,0.025245899,0.085683149,0,0.009172151,0.02053707,0.007381146,0,0.000208373
OT,0.19303085,0,0,0.014594507,0,0,0.003362638,0,0.039293901,0,0.00811386,0.001628708,0,0,0.559848226,0,0,0,0,0,0,0,0.012333027,0,0,0,0,0.050418763,0,0.002238229,0.005395864,0.003397819,0.000840639,0.037883867,0,0,0.009761695,0,0,0,0,0,0,0.038269752,0.000669443,0,0,0,0.11584001,0.006182827,1.70594E-06,0,0,0.01971417,0,0,0,0,0,0,0.00025549,0,0.032219047,0,0,0,0,0,0,0,0,0,0,0.011823072,0.206882759,0,0.212614971,0,0,0.040941122,0,0.085458841,0,0.102384004,0,0,0.073602971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026617034,0,0.160973447,0,0,0.084666579,0.000102137,0,0,0,0.047793594,0.000330712,0.042950464,0.089642056,0,0.011635495,0.023198646,0,0,0,0,0,0.005349808,0,0,0,0,0,0.417380676,0,0,0.002730439,0,0,0,0,0,0,0,0.002201492,0,0,0.005641266,0,0,0.001528063,0,0,0,0,8.68983E-05,0.003492573,0,0.006113083,0,0,0,0,0,0,0,0,0,0.373974708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001824503,0,0.293574654,0,0,0.009879992,0,0,0,0,0,0,0,0,0,0,0,0,0.002012817,0.000359844,0.05709596,0
PA,0,0,0,0,0,1.408043588,0,0,0,0,0,0,0,0.146550178,0.478331909,0,0.300366029,0,0,0,0,0.584640562,1.215145292,1.713856026,0.072000553,0,0.001266741,0,0.000718508,0,0,0,0,0.398189569,0.460280932,0,0,0,0,9.7277E-05,0.036130721,0.122745841,0,0.097359531,0.000160021,0.08653337,3.367058707,0.854813583,0,0.127544303,0,0,0,0,0,0,0,0,0.341522468,0,0,0,0.220228929,0,0,0,0,0,0.536067095,0,0,0,0,8.5157E-05,0.619439582,0,0.150960314,0,0.204855476,1.780069621,0.182291081,0,0,0.10468268,0,0,3.412478129,0,0,0,0,0.000434864,0,0.145535229,0,0,0.380202703,0.758892923,0,0,0.026522407,0,0,0,0,0,0.000112926,0,0,0,0,0,0,0,0,0.626185193,0,0,0,0,0,0,0,0.000435194,0,0,0,0,1.126211816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027881688,0.003083443,0.028251617,0.041788368,0,0.35618937,0,0,0,0,0,0,0,0,0,0.152800636,0,0,0,0,0,0,0,0,0,0,0,0,7.35309E-05,0.000328739,0,0,0,0,0,0,0,0,0,0,0,2.014370407,0,0,0,0,0.165729519,0,0,0.301761526,0.957729867,0,0,7.04373E-05,0,0,0,0,0,0,0,0,0,2.499306411,0,0,0,0.000616468,0
PAA,0.777178849,0,0,1.336078472,0,0.120935543,0,0.40935906,0.196524987,0,0.000872601,0.00099542,0.000521607,0,0.491058153,0,0.002435775,0,0.02450906,0.084407877,0,1.19531822,0.257706893,0,0.418571626,0.002622467,0.314815589,0.739958587,0.000628707,0,0,0,0.004029412,0.258056018,1.389412777,0,0.000429639,0,0,0,0.195880511,0,0,0.105830271,7.74741E-05,0.612407873,1.920469891,0.283268376,1.086437001,0.292644415,0.000344686,0,0,0.130098963,0,0,0,0,0.133856932,0,0,0,0.185528689,0,0,0,0.000357009,0,0.516784878,0,0,0,3.61669E-05,0.001508401,0.119571561,0,0,0,0,0,0,0.17227423,0,0.061988461,0,0,1.336150371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331043013,0,0,0.311733105,0,0,0,0,0,0,0,1.572704825,0.412293512,0.302550666,0,0.014281514,0,0,0,0.33106515,0.00032706,0.000544034,0,0,0,0,2.74358311,0,0,0,0,0,0,0,0,3.29409E-05,0,0,0,0,0.00288815,0,0,0,0,0,0,0,0,0.001836907,0,0,0,0,0,0,0.018010185,0.011348981,0,0,0,0.68473245,0,0.001879468,0,0,0,0,0.00014483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526676984,0,0,0,0.285712509,0.200929486,0,9.53746E-06,0.383428558,0,0,0,6.01934E-05,0,0.016002359,0,0,0,0,0.000684495,0,0.000387761,0.184042545,0,0,0,0.00065846,0
PAG,0.002649947,0,0,0.010806697,0.000115038,0.029978174,0,0,0,0.001451474,0.002327611,0.000400759,0.000306446,0,0,0,0,0,0,0,0.001356479,0,0,0.009834655,0,0,0,0.003108311,0.003097426,0.000251686,0,0.000610958,0.003821559,0,0,0,0.01004115,0.000865205,0.0313665,0,0,0.031408551,0,0,0.002269061,0,0,0,0,0,0,4.57836E-05,0,0.00149162,0.005409522,0.001829507,0.04622926,0,0,0,0.002999346,0.055121928,0,0.005839827,0.00656268,0,0.000932494,0.02257912,0,0.000129036,0.010954708,0,0.000234997,0.012716285,0.195995089,0,0.032904008,0.003790831,0,0,0,0.003883566,0.031254442,0.013439212,0.00073752,0.016887549,0.002301393,0.000416145,0.001278329,0,0.003315003,0.000509487,0,0.001784629,0,0,0,0.010769363,0.007952037,0.29553236,0,0.003857522,0.027567128,0.006394231,0.020663346,0,3.73197E-05,0,0.010435585,0.001098319,0,0,0,0.018374691,0,0,0.236588438,0,0.004886252,0.043625728,0.048677454,0,0.004848529,0.000393152,0,0.001255283,0.00794981,0.064395457,0,0,0.001269723,0,0,0,0.001049042,0.039998821,0,0.000283885,0.133879635,0.168264231,0.001097445,0.000245751,0.00176653,0,0.005284476,0.018131385,0.000105578,0,0,0.004000001,0.02032943,0.003016017,0.001145171,0.011563049,0.03369216,0,0,0,0.006849421,0.002628902,0.152501,0.013531558,0,0.053167457,0.000202024,0.000520245,0.008207501,0.016124351,0.002696818,0.005054667,0.008142894,0,0,0,0,0,0,0,0,0,0,0,0,0.001405011,0,0,0.005800071,0.004984418,0.00102315,0,0.000919401,0.011173618,0,0,0.006233552,0.007221804,0,0,0.006951024,0,0,0,0,0,0,0,0.008775861,0.001888327,0.002442493,0,0,0.034845947,0.001054113
PAR,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09106E-05,0,0,0,0.00049901,0,0,0,0,0,0,0,0.028323111,0,0,0,0,0.000146403,0,0,0,0,0,0,0.00019719,0,0.000115266,0,0,0,0,0,0.061563727,0.128453466,0.772590108,0,0,0.000467433,6.71874E-07,0,0,0,0,0,0,0,0,0,0,0,0,0.000146018,0,0.000379814,0,0,0,0.046254579,0,0.001044921,0,0,0,0,0,0.00160529,0,0,0,2.37954E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56736E-06,0,0,5.46475E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000440212,0,0,0,0,0,0,0,0,0,0.044006433,0,0,0,0,0,0,4.34683E-06,0,0,0,0,0,0,0,0,0,0,0,5.79403E-09,0,0,0,0,0,0.003352188,0,0,0,0.006828019,0,0,0,0,0,1.83407E-05,0,0,0,0.000155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000417454,0,0,0,0,0.003206577,0.017096152,0.003965444,0,0,0,0,0,0,0,0
PARN,0,0,0,0,0,0,0,0,0,0.002205299,0,0,0,0,0,0.01981499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074758,0,0,0.001954927,0,0,0,0,0,0,0,0,0,0,0,0.001180775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165351518,0,0,0,0,0,0,0,0.000527333,0,0,0,0,0,0,0,0.00142297,0.052530735,0.143574824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165279289,0,0.007935606,0,0,0,0,0,0.000836323,0.005333602,0,0,0,0,0,0,0,0.079821572,0,0,0,0,0,0.009278292,0,0,0,0,0,0,0,0,0.006070825,0.001363692,0,0,0.020736474,0,0,0,0.042312368,0,0,0,0,0,0,0,0,0,0,0,0.00067085,0.000739921,0.001083867,0.000879861,0,0,0,0.001745757,0,0.051847466,0,0,0,0,0.000239848,0,0,0,0.000155593,0,0.000608936,0,0.020036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03851699,0,0,0,0,0,0,0,0.259463412,0.00750077,0,0,0,0,0,0,0,0,0,0.002264074,0,0.004160253,0.003644902,0.001951928,0,0.006756985
PB,0.021463952,0.000849909,0,0.015853801,0.000378276,0,0.005989632,0.001560379,0.001994742,0,0.000293392,0.000187073,0,5.21015E-05,0.002877171,0,0.002057386,0,0,0,0,0.004320798,0.014909699,0.10141064,0.000108794,0,0,0.100227292,0.022541214,0.002617671,0.010565118,0,0.052456483,0.00488857,0.002784071,0.066662586,0,0,0,0,0.002065255,0.056971653,0,0.00031858,0.004584767,0.000258133,0.002600667,0.000211079,0.00733131,0.00341637,0,0,0,0.013521473,0.011695098,0.011520346,0.050168003,0.008648285,0.004919287,0,0,0,0.001320848,0.01544868,0,0.000327338,0,0,0,0.008614686,0.000824623,0,0.001087493,0.000325133,0.264838727,0.001935808,0.032550711,0,0.001226555,6.54409E-05,0.000909752,0.008576006,0,0.03895124,0,0,0.014764681,0.019628535,0.001481925,0.000759352,0,0,0,0.001367757,0.009517054,0.007357207,0.002840648,0.042457711,0.000249504,0.653596868,0,0,0.000383295,0,0,0.00147834,0,0.000728414,0.018527053,0.010447368,0.000894308,1.10779E-05,0.001273089,0.007119255,0.000118162,0.000579106,0.172415944,0.000158362,0.048917512,0,0,0.001034172,0.109634028,0,0,0,0,0.025481306,0.017070217,0.000722766,0,0.015472754,0.008809712,0,0,0.006354051,0,0,0,0.041881983,0,0.006613134,0,0,0.029372184,0.032203568,0.000227699,0.002003357,0,0.019032199,0.016669976,0.018038392,0,0.010309551,0.06014566,0,0,0,0,0.002580347,0,0,0,0.202427861,0,0.007700792,0.012651178,0,0,0.023249596,0.008061709,0.030303806,0,0,0,0,0.003009805,0.001029345,0.004410222,0.002478143,0.000320011,0.002360702,0.004327044,0.021638451,0.000456932,2.37051E-06,0.001541442,0,0,0,0.001066887,0,0,0.001605439,0.014083462,0.053132021,0.021608635,0,0,0.001862402,0,0,6.05977E-06,0.000541332,2.47209E-05,0,0.039394882,0.011161168,0,0.000182851,0.020082838,0.074623939,0
PCG,0.015082796,0.00613999,0.015395396,0.03810646,0.00144163,0.05789448,0.002377039,0,0.001890266,0.00072913,0.005973701,0.003193159,0,0.000234677,0.017435724,0.059411542,0.009841446,0.000869605,0.000480581,0.000729204,0.007791954,0.001259815,0.001393811,0.097158455,0.002504773,0.000980393,0.008181053,0,0.011314487,0.014636517,0.003048234,0.000712061,0.02721644,0.001540797,0.000711511,0.008457979,0.045784676,0.000386881,0.022053168,0.005845455,0.011139598,0.108761923,0.001593557,0.003673044,0.015221567,0,0,0.001486444,0.005138202,0.00152304,0.029227053,0,0.001558058,0,0.002399044,0.001243674,0.164093215,0,0.000266418,0,0,0,0.015948341,0.020287517,0.022138143,0,0.007263891,0.05887467,0.000242763,0.003526335,0.0040684,0.001128307,0.004081369,0.036824229,0.485650905,0.024565616,0.171747564,0.020047904,0.022684631,0.154557164,0.003660337,0.005899969,0.066138384,0.123478782,0,0.013652007,0.012961256,0.011598523,0,0,0,0.00359988,0,0.007293993,0.014389199,0.021592284,0.006470737,0.099839437,0.009679119,0.573764127,0.072770428,0,0.100416713,0,0,0.00171286,0.005703778,0.002904233,0.047007168,0.01698116,0.001418195,0.004054821,0.004252497,0.033030435,0,0.001337774,0.996728535,0,0.021413958,0.065213175,0,0,0.067992676,0.009430734,0.020702022,0,0.038915508,0.058207176,0.015868734,0.005318866,0,0.021940365,0.004248552,0.000232509,0.00236782,0.064895323,0.001265057,0,0.289107928,0.178048949,0,0.015482194,0.012568545,0.001924178,0.024583235,0.058922056,0.006213238,0.003636165,0.000734295,0.021292254,0.040465665,0.015370619,0.002279059,0.026964292,0.044892011,0.001987573,0.014163729,0.013818312,0.065177024,0.012658506,0.121679956,0,0.004728054,0.144309143,0,0.007365528,0.020249414,0.021767295,0.009205584,0.009600396,0.008655626,0.012694305,0.030199219,0,0,0.002643477,0.004092392,0.00265666,0.001610662,0.000700193,0.001883546,0.003356702,0.002371104,0.003849658,0.001475634,0.001629123,0,0,0,0.001435472,0.000583258,0.034255906,0.003024501,0.022097155,0.047648223,0.010480767,0.013457762,0.004781547,0,0,2.3454E-05,0,0.000106149,0.001931965,0.000208568,0,0.031052465,0.019871334,0.009870043,0.004272177,0,0.046836899,0
PERI,0.176110347,0.204421639,0.044908269,2.38100621,0.003003982,0.049385738,0.33642412,0.374898075,0.287859644,0,0.009182833,9.14109E-05,0,0.010185224,0.316346949,0.002549908,0.000487388,0.096855626,0.107730108,0.374541531,0.002065331,0.611945007,0.145387409,0.106091348,0.251134315,0.067326509,0,0.410196983,0.006988277,0.015059356,0.26256772,0,0.013156741,0.088231118,0,5.177975749,0.001025468,0.004318588,0.025969878,0,0.19997326,0.0179645,1.95229E-06,0.189618455,0.000513813,0.638718862,1.730540176,0,0.625108556,0.162232106,0,3.44243E-07,0.033092335,0.183766376,0.271199067,0,0.000943771,0.330318549,0.053115524,0,0.046273021,0.040321905,0.35051206,0.001730019,0.000360292,2.73718E-05,0.000121443,0,0.223958788,6.11432E-06,0,0,0,0.009390841,0.269209954,0,0.046438844,0,0.00691657,0.212321413,0,0.044793217,0.000640857,0.028823691,0,0,0.12204799,0.003584629,0,0.000739945,0,0.002545572,0,0.02835471,0.694089948,0.632970907,0.000760714,0.018775291,0.006623739,0.296153006,0,0,0.033326695,0.000109861,0.01904725,0.039110721,0,0,0.00975113,0,0.244531192,0.175898237,0.269628023,0.482888951,0,0.044473027,0.359800727,0,0.00334908,0.021803894,0.00576067,0.440776634,0.025367703,0,0.000529959,3.5888E-06,0,0.039517163,1.957979018,0.237646783,0.001990969,0.05978345,0.008199508,0.09306389,0.02293378,0.02028126,0.039477243,0,0,0.027161675,0,0.001328996,0.003870191,0.180289177,0.007068601,0.012035645,0.000320507,0,0,0.013513122,0.04955611,0.006831428,2.60157E-05,0.000490832,0.029938739,0,0.015002869,0.026345508,0.018898968,0.004028541,0.308632147,0,0,0.533921083,0.00043778,0.005793876,0.010614472,0.001791492,0.001570911,0.00582501,0.011954951,0.062867522,0,0,0.000550206,0.000826831,0.066299517,0,0.096500378,0.049310868,0.379652708,0,0.279305403,0.003880318,0.396547501,0,0.002477697,3.44413E-05,3.42791E-05,0.389354629,0.160493457,0,0,0.363289451,0.033681713,0,0.012564418,0,0,0.21480922,0.017613401,0,0,0,0.048904715,0,0.026054652,0.009084043,0,0,0.01646552,0.014167016,0
PF,0.000650033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003017502,0.015647947,0,0,6.454989681,0.074997857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011638021,0.419451161,0.029035909,0,0,0,0,0,0,0,0.00407674,0.007313185,0,0.006519162,0,0,0,0.057138862,0.009308448,0.043075296,0,0.2143343,0,0.047372765,0,0,0,0,0.025878506,0.000560197,0.045565942,0,0,0,0,0,0,0,0,0,0.000339052,0,0,0,0,0,0,0,0,0.048029368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010250294,0,0.009413683,0.005876147,0,0.000978153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000514242,0,0.031275083,0,0,0,0,0,0,0,0,0.235824715,0,0,0.058139438,0.055276418,0.001703997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033139325,0,0,0,0,0,0,0,0,0,0,0,0,0.227407248,0,0,0,0,0,0,0,0,0,0.052206592,0,0,0.025247449,0.002157774,0.005802529,0
