,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
SSp-ll,0.00069758,0.133921433,0.026882673,0.06449835,0.000229831,0.001046899,0,0.000196464,0.004990257,0.000506747,0.009889265,0.002415671,0,0,0.003224316,0.086110339,0.000123229,0.202871737,0.218855565,0.156234635,0.003036086,0.002874629,0,0,0,5.8709E-05,0.002381196,0,2.28368E-05,0.015818023,0.000683218,0,0,9.45263E-05,0,0.703173031,0.013726376,0.00026383,0.004785585,8.43056E-05,5.05061E-05,0.001953343,8.31151E-05,0.001915881,6.75283E-05,0.026871128,0.01651865,0,0.004761263,0,0,0.000680677,0,0,0,0,0,0,0,0.001807664,0.001600098,0.038788325,0.021676026,0,0.018083047,0.000495519,0,0,0.00069913,0.001766501,0.01365027,0,0.002681477,0.003642001,0.010196765,0.02462897,0,0.009287711,0,0.001309343,0,0.00012527,0.035481014,0,0.000652677,0,0.000350148,0,0.001461445,0.005186163,0.004171277,1.02082E-05,0,0,0,0.363184189,0,0,0.001782031,0.11482179,0,0.010229509,0.00066438,0.003425831,0.002841121,0.000472832,0.00021129,0.003774975,0.026458456,0.003823293,0.028910236,0.007342038,0.039786031,0.001390374,0.000320901,0.00012855,0.174680835,8.14687E-05,0,0.001045793,0.01853351,0.014767644,0,6.30518E-05,0.023156794,0.00208473,0.012159579,0.010566566,0.009733117,0.033385775,2.42763E-05,0.118497619,0.013483005,0.003400043,0.001238455,0.017528399,0.00071044,0,0.049351812,0.144456285,0.006500974,0,0,0.10012598,0.000491381,0.000199001,0,0,0.000286066,0.000335178,0.005932076,0.003515243,5.80934E-05,0.036423696,0.003100831,0.001774208,0.01124521,0.01165075,0.115507498,0.000224613,0.159067956,0.002849155,0,0,0,0.004239171,0,0.037392156,0.001725102,0.00024708,0.001758935,0.022677341,0.00154256,0.00036157,0,0,0,0.225355276,0,0,0.739156385,0.007398562,0,0,0.000485115,0,0.000386603,0,0.003622494,0.073663786,6.22818E-05,0.045437201,0,0.005412715,0.001018786,0,0,0.000103605,0,0,0.021005282,0.012636251,0.007656111,0.021559339,0.001575891,0.001901186,0,0.000450092,0.155300952,0.02158288,0,0.001195889,0.000628692
SSp-m,0,0,0,0.022355837,0,0,0.014365524,0.034287315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126067,0.008664039,0.020892126,0,0.003524969,0,0,1.626705673,0,0.000258911,0.000198333,2.35629E-05,0.000598744,0,7.53904E-06,0,0,0.005134442,0,0,0.00492654,0,0,0,0.024566843,0.005745469,0.162827691,0.078487058,0.008792855,0.075579479,0,0,9.23574E-06,0,0,0,0.003136093,3.97259E-05,0.000277082,0.008631083,0,0,0,0,0,0,0,0,0,0,0.014263638,0.00148233,0,0,0.007692891,0,0.000772682,0.00315821,0,0,1.85915E-07,0,0,4.62679E-07,6.37259E-07,0.001787185,1.25797724,0.391631041,0,0,0,0.076352566,0,0,0,0,2.17727E-05,0,3.86441E-06,0,0,2.76854E-05,0,0,0,0.000207785,0.000359258,0,0,0,0.004540083,0,0,0.00905557,0.033637762,0,0.026011324,0,0,0,0,0,0,0.013013424,0,0,0,0,0,1.65671E-05,0,0,0,0,0,0,0,0,0,0,2.91435E-06,0,0,0,0,0.002639864,0,0,0,0,0.076145721,0,0,0,0,0.001262271,0.000106408,0,0.007897664,0.04469988,0,0,0.000349598,0,0,0,0,0.000953632,0.200524325,0,0.898686063,0.223080402,0,0.650410838,0.606087189,0.013366958,0.000148637,0,0,0,9.60161E-05,0.011433098,0,0.003900514,0,0,0,0,0.274413872,0,0,0.146389674,0,0,0,0,0,0,0.00721522,0,0.038365109,0.138191942,0.026011538,0.003160235,0.000308915
SSp-n,0,0,0,0,0,0,0.012104608,0.030529081,0.030155435,0,0,0,0.001420277,0.000404924,0,0.002331138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032641518,0,0,0,0,1.594819987,0,0.000969247,0,2.03079E-05,0.000870603,0,1.79389E-05,0,0,0,0,0,0.004120526,0,5.50761E-05,7.43654E-06,0,0,0.039212709,0.08097684,0.023574113,0.214072572,0,5.31769E-06,5.7372E-05,0.001974468,0,0,0.005713386,0,0.000106207,0.006754183,0,0.000100473,0,0,0,0,0,0,0,0,0.016459022,0.004669623,0,0,0.019202539,0,0.00098496,0,0,0,2.65288E-05,0,0,0,0,0.0011975,0.376339741,0,0,0,5.4013E-07,0.102750972,0,0,0,0,3.45804E-05,0,0.000122249,0,0,0.004151294,0,0,0,0,0.000646451,0,0,0,0.022718231,0,0,0,0.000720816,7.89148E-05,0.061842248,0.000354054,0.001403052,0,0,0,0,0.017201128,0.00138872,0,0,0,0,0.000809469,0.00130793,0.006193144,0,0.00958132,0,0,0,0,0,0,5.17758E-05,0,0,0,0.00058458,0.000302727,0,0,0,0,0.054434987,0,0.088121723,0,0,0,0.000879789,0,0.000545361,0.085505386,0,0,0.000499544,0.018872423,0.000538129,0.004639978,0.012484811,0.012653688,0.114731857,0,0.319676641,0,0,0,0.383012454,0.009755997,0.000117194,0,0,0,0,0,0,0.016732155,1.41774E-07,0,0,0,0.11728496,4.29452E-05,0.000447565,0.262145636,0,0,0,0,0,0,0,0,0.018430257,0.126362908,0.060397698,0,0
SSp-tr,0,0.081039759,0.014523828,0.021736068,0.000759197,0,0,0,0.001393185,0,0.009981,0.00291467,4.0364E-05,0.000295624,0,0.134655305,0,0.28637347,0.182105612,0.136896782,0.006158998,0,0,0,0,0,0,0,0.000380901,0.016419926,0.003395408,0,0,0.000213605,0,1.131403456,0.008003343,0.000476421,0.001992091,0.000120857,0,0,0,0.00055525,0.000122293,0.012351529,0.010954523,0,0,0,0.001040581,0,0,0,0.006942729,0.000868851,0,0,0,0,0.00201793,0.049116289,0.019608532,0,0.001728743,2.75174E-05,3.89703E-05,0,0,0.000125198,0.038600327,0.00660363,0.009498111,0.002935931,0.006984223,0.052923612,3.73127E-06,0,0,0,0,6.26038E-05,0.000741366,0.01881472,7.00372E-05,0,0,1.87058E-06,0.004583561,0.009922601,0.011185517,2.87745E-05,1.18773E-05,0,0.450066225,0.313181344,0,0,0.001473997,0.179199731,0,0.001600215,0.000966907,0.001672192,0.001854152,0,5.84021E-05,0.009415685,0.024136711,0.001742863,0.019544081,0.003845167,0.036026659,0,0,1.27858E-05,0.123731915,0,0,0.003593913,0.006327428,0.005548828,0.014798986,0.001120371,0.040065449,0.000570837,0,0.002994461,0,0.015665271,7.96045E-06,0.178998981,0.01812967,0.003622002,0.003991882,0.00443453,0.000525931,3.16464E-05,0.004244815,0.035502152,0.002061959,0.001200435,0,0.231507044,0,0.000478717,0,0,0,0,0.005042588,0.005679131,0,0.012882087,0.004472384,4.67017E-05,0.026208723,0.014571558,0.149657575,0,0.435756408,0.014633441,0,0,0.000627427,0.010880936,0,0.029387345,0.00197106,0.00034213,0.001206651,0.027847583,0.000137902,0.000190332,0.000887883,0,0.191145662,0.503449795,0,0,0.422787645,0.062725809,0,0.000767549,0,0,0,0,8.19358E-06,0.028710496,8.20794E-07,0.01835166,0,0.001351274,0,0,0.033641117,7.01577E-05,0,0,0.072783704,0.016149847,0.004131397,0.058920811,9.11661E-05,0,0.021134634,0,0.17128488,0.056342992,0,0.005868265,0.000105904
SSp-ul,0,0,0,0,0,0,0.002637852,0.003558328,0,0,0,0,0.000106591,0.000420278,0,0,0,0,0,0.227774313,0,0.002095885,0,0,0,0,0.001414117,0.010282768,0,0.008023499,0.02338217,0,0.004643427,0,0,2.313531998,0,0,0,0,0.0006004,0,0,0,0,0.019666022,0,0,0.007878134,0.000581633,0,0,0.009189171,0.002640895,0.103452281,0.021032259,0.023419969,0.002723572,0.000527938,0,0,0,0,9.68634E-05,0.012870858,0,0.001111786,0.006516437,0.001554559,0,0,0,0,0,0.002089058,0,0,0,0.001239284,0,0,0,0.004737568,0.015006052,0.000192089,0.003776771,0,1.56387E-05,0,0,0,0,0,0.001157555,1.160082317,0.266870094,0,0,0,0.250969831,0,0,0,0,0,0,0,0.003568606,0,0,0,0,0,0,0,0,0,0,0.00164919,0.00233362,0,0.020465351,0.054846908,0,0.051881207,0.001328081,0,0,0.006286553,0,0,0.08375263,0,0,0,0,0,8.02319E-05,0,0,0,0.001009696,0,0,0,0,1.34642E-05,0,0,0,0,0,0.000421102,0.000804422,0.000350341,0,0,0,0.042339007,0,0.048429879,0,2.21097E-05,0,0,0,0.003490062,0.097500626,0,0,0,0.007220206,0,0,0.00111748,0.001120221,0.584574589,0.220437479,0.091839886,0.019673626,0,0.655144343,0.438054767,0.019376681,0,0,0,0.00022742,0,0.014630861,0,0.011879176,0,0,0,0,0.136354887,0,0.000464428,0.019383962,0,0,0,0,0,0,0.021276222,0,0.072145621,0.132367467,0.0017316,0.012407583,0.000147784
SSs,0,0,0,0.022482768,0,0,0.063906214,0.10565857,0.003510672,5.92097E-05,0.000661627,0,0.000417149,0.000522702,0,0.007848554,0,0,0,0.037101143,0,0,0,0,0,0,0.011572551,0,0,0.007283344,0.047579762,0,0.007689206,0,0,1.665066333,0.000532861,0,0,7.36572E-06,0,0,5.46151E-06,0.001163412,0,0,0,0,0,0,1.84994E-05,1.21379E-06,0.012645641,0.00381868,0.137512546,0.027557382,0.01201466,0.179748715,0,0,0,0,0,0,0.00178568,9.48934E-06,0,0.002812416,0,3.03789E-06,0,0,0,0,0,0,0,0.000153112,0.002018863,0,0,0,0.015340902,0,0.00057944,0.000283456,0,0,0,0.006984824,0,0,0,0,0.828155636,0.250508001,0,0,0,0.176906323,0,0.000398842,0,4.7856E-05,0,0,0,0.001813209,0.003324362,0.000465872,0.013984795,0,0.005831948,0,0,0,0,0,0.006415296,0.002006146,0,0.020799472,0.0419993,0.000625004,0.033291093,0.000466163,0.000916113,0,0,0,0,0.115678376,0.003165598,0,0,0,0,0.000298726,0.009555492,0.011026178,0.000105947,0.002872942,0,0,0,0,0,0,0,0,0,0.001147469,0.000398338,0.003514555,0,0,0,0,0.055995453,0,0.049790913,0,0.000415874,0,0,0,0.008565845,0.035067535,0.000635896,0,0.000563148,0.015644156,0,0.00067726,0.002312048,0.003740955,0.901442818,0.099867863,0.778088332,0.304488081,0.012682136,0.569561996,0.82204246,0.009210767,0,0,0,0.002776191,0.000610049,0,0,0.006003956,0,0,0,0.001454652,0.135879393,4.72471E-05,0.000197004,0.368155024,0,0,0,0,0,0,0.017468289,0,0.09796031,0.257416543,0.038033513,0.000347832,2.26325E-05
STN,0.047700236,0,0,0,0.004643104,0.104381397,0,0.07374556,0.002831002,0.012180589,0.07152071,0.012167684,0,0,0,1.683246864,0.001731549,0,0,0.039480255,0.02982939,0.032344915,0,0,0,0,0,0.260055815,0.002978252,0.304140383,0.151319031,0,0.135916408,0.005835412,0.002880516,2.069208153,0.119937248,0,0.07642801,0,0.009584087,0.067191394,0.000876754,0.000139573,0.020209998,0.038835361,0.007867293,0,0.04935435,0.003498781,0,0,0,0.03919525,1.643363023,0.44313676,0.758140852,0.302705774,0.006116637,0,0,0.100813027,0,0.032810973,0.084746952,0,0.001089529,0.536971598,0,0.008603801,0.225130944,0.006323783,0.13187405,0.025139953,0.724475773,0.283362583,0.017290368,0.046144764,0,0,0,0.003234765,0.345472895,0.400509186,0.029042656,0.105309585,0.021740356,0,0.028400439,0.063023043,0.068816392,0,0,0.004943871,0,0,0,0,0.071698082,7.913842899,0,0.042894117,0,0.061000735,0.026343163,0.008625966,0,0.199671687,0.407888048,0.065149842,0,0,0,0,0,0,3.278973208,0.000133167,0.359670029,0.279786529,0.239673828,0.019312069,0.275561846,0,0.0845417,0.020681948,0.122567807,0.443296679,0.027545372,0,0,1.08092338,0.141408098,0.015335809,0.041831897,0.279238526,0.003886533,5.48395E-05,1.7428475,2.652636336,0.016413168,0.072528651,0,0,0.016409544,0,0,0,0,0.021077161,0.185766326,0.085832434,0.011659558,0.73715337,0.354627985,0,0,0,0.033523388,0.004760295,11.765439,0.519137446,0,0.903259795,0,0.081169909,0.649223152,1.468874107,0.009490521,0.032868698,0.070485942,0.263206483,0.003697321,0.001596752,0.020777252,0.032416196,0,0,0.226717651,0.143201506,0,0,0.986691221,0,0,0,0.012982609,0.08045117,0.021982262,0.062708203,0.004333685,0.504152746,0,0.002627596,0.021160255,0.099718789,0.755966217,0,0.053105894,0.678553676,0,0,0,0,0,0,0.376497245,0,0.199176125,0.451070947,0.034585292,0.445343999,0.003011489
SUBd,0.025664742,0,0.052947988,2.811655177,0.00697133,0.15311314,0.002111263,0.000793018,0.004062038,0,0.136938178,0.036371478,0.000180837,0,0.259080341,0,0.000244713,0,0,0,0.027488152,0.087169194,0.027398879,0.154915021,1.993291228,0.127489926,0.287729872,0.015248107,0,0.005340786,0.005562007,0.000315477,0.010303913,0.003508092,0.017087485,0.223717496,0.000270613,0.000428774,0,0.000110502,0,0.057312126,0,0.07260743,0,0.103373694,0.867314566,0.147984058,0.023578059,0.029177321,0.00014439,9.54641E-06,0.000181014,0.004272127,0.002249038,1.12288E-05,0,0.001240267,0.004239424,0,0,0,0.13978525,0.006873054,0,0,0.002375359,0,0.000401344,0,0.087516664,0.019902715,0,0.002550364,0.741248921,0.055512489,0.148638594,0,0.136207253,1.06093036,0.001156691,0.009949189,0,0.002903184,0,0,0.063192217,0.022681183,0,0,0,0.00012617,0.220612971,0.004584229,0.002105365,0,0.002805,0.065083455,3.37291E-05,0,0.107245853,0,0.147807013,0,0,0.012088957,0.000129989,0,0,2.6582E-05,0.004378865,0.033075116,0.011744239,0.170685894,0,0.00148952,0.124441402,0.151432247,0,0,0,0.173048239,0,0.00075536,0,0,0,0.194626973,0.043912494,0.042359468,0.023493588,0.004903744,0,0.313893813,0,0,0.302377599,0.000231811,0,0,0.000384885,0,0.015524289,0,0.011440188,0.007318598,0.000472988,0.000168086,0,0.042617909,0.151346693,0.035071784,0,0,0,0,0,1.177628347,0.016500999,0.003367168,0,0.002341937,0.072285782,0.239941576,0.000145165,0.028388578,0,0,0,0.006416984,0.01577276,0,0.000137477,1.90509E-05,0,0,0,0,0,0,0,0,0,0,0.570860826,1.135439786,0.081598814,0,0,0.011499982,0.066077591,0,0.050360663,0.248380507,0.089129914,0,0.009501046,0.000307927,0,0,0.01093775,0,0.009725298,0.355167361,0.017523375,0.016185643,0.026751434,0.007682089,0.00090983,0,0,0.022758774,0
SUBv,0,0,0.00860949,1.160827234,0.032104903,0.188991217,0,0,0,4.15279E-06,0.069439226,0.017041849,0,0.000770746,0.030295622,0,0.003806505,0,0,0.000788337,0.106401612,0.052143355,0.068216311,0.081879887,0.217445693,0,0,0,0,0,0,0,0.005690815,0,0.033405873,0,0,0.000129362,0,0,0,0.040906682,0,0,0,0.032520688,0.295071855,0.128803501,0,0,0,0,0,0,0,0,2.45446E-05,0,0.004025517,0,0,0,0.055662105,0.000725661,8.5767E-05,0,0.002607602,4.52796E-05,0.013715107,7.75253E-08,0.021618634,0,0,0.001457154,0.266855981,0,0.06316604,6.36075E-05,0,0.600366614,0.002314805,0,0,0.004939967,4.58845E-06,3.63978E-05,0.027308908,0.009774102,0.00032498,0,0.002922812,0,0.154612535,0,0,0,0.007124617,0.067020947,0.001637134,0,0.125047586,0,0.02454035,0,0,0.000753495,0,0,0.000633261,0,0,0,0,0,0.019584515,0,0.018893339,0.302260145,0,0,0,0,0.000335856,0,0,3.78459E-06,8.18591E-05,0.058894269,0,0.001763835,0.010812338,0,0,0.161950851,0,0,0.579296768,0,0,0,0,0,0.019007927,0,0.023448524,0.03558072,0.002257167,0.000499203,0,0.025888842,0.140703065,0.015211063,0,0,0,0,0,0.32041362,0.021377587,0.017578709,0,0,0.057598808,0.010682222,0,0.005573908,0,0,0,0.000491771,0.005539625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579260938,0.014598902,0,0,0.015008691,0.019811862,0,0.032718592,0,0.038437703,0,0.004940157,6.01162E-05,3.79343E-07,0,0,0,0.005182402,0,0,0,0.007832867,0.024740671,0,0,0,0.000279726,0
SUM,0,0,0,0,0,0,0,0,0,0,0.041923983,0.040129664,0,0,0.044642072,0,0.021352733,0,0,0,0,0,0,0,0.228022552,0.021687449,0.180582962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457579442,0.275971837,0,0,0,0,0,0.113253397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007305161,0,0,0,0,0,0,0,0.316445097,0,0,0,0,0,0.080401361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045797964,0,0,0.004028148,0,0,0,0,0,0,0,0,0,0,0,0.009173198,0,0.025439072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016600386,0,0,0.001402167,0,0,0,0,0,0.004301477,0,0,0,0,0,0,0,0,0,0,0,0,0.005877369,0.000791647,0,0,0,0,0,0.004880441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150322376,0,0,0,0,0,0,0,0,0.279142166,0,0,0,0,0,0,0,0,0,0,0,0,0.160281204,0,0,0,0,0
SUT,0,0,0.000759398,0,0,0,0.003531783,0.050755967,0.001442551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166156859,0,0,0,0,0,0,0,0,0,0,0,0.002836093,0,0,0.003355156,0.000455945,0,0,0.007443641,0.000639969,0.018445373,0,0.014840889,0,0,0,0,0,0,0.093838106,0.000825369,0,0,0,0,0,0.004628994,0,0,0.484941377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407631628,0,0,0.006493239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060774338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014571416,0,0,0,0,0,0,0,0,0,0,0.062271723,0,0,0,0.001823933,0,0,0.012613225,0,0,0,0,0,0,0,0,0,0,0.000627169,0,0.021244425,0,0,0.128123845,0.063788911,0,0,0,0,0,0,0,0,0,0.014388519,0.117155883,0,0.029838982
SUV,0.008252101,0.001063242,0,0,0,0,0.002451207,0,0.002537431,0,0.003744286,0.001046574,0,0.000282523,0,0,0,0.001055347,0.001030128,0.003168993,0,0,0.003500969,0,0.00051665,0,0,0,0.050312235,0,0.000336253,0.002104305,0,0.007249536,0,0,0.0173382,0.029403895,0.018655286,0.085743137,0.00521865,0,0,0.002107665,0.003123362,0.004113069,0.001902823,0,0.001039867,0.000188572,0.122955971,0.006974498,0,0,0.002331093,0.001581962,1.029240598,0,0,0,0,0,0,0,0.019483719,0.014126691,0.006186848,0.30055593,0.0001019,0.024411593,0,0.000315102,0.003055232,0,0,0,0,0.139349921,0,0,0,0,0.255390453,0,0.005779309,0.142304784,0,0,0,0,0,0,0,0.006159655,0.003733547,0.00024343,0,0,0.000744117,0.899129179,0,0.423285829,0,0.052711708,0.012833674,0.002005745,0,0,0,0.092206055,0.000835535,0,0,0.00133916,0,0,0.896834419,0.00031894,0,0,0.120182328,0.001137603,0,0.027943394,0.005569851,0.1303474,0.041804455,0,0.015207316,0.000782733,0,0,0,0.001179326,0.00068519,0.09314013,0.001064924,0,1.204187609,0.256144566,0.125246666,0,0,0.000512678,0,0,0,0,0.019316808,0,0,0,0.005331955,0.026693764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023916667,0,0.003373058,0.004639215,0.361068393,0,0,0,0.014058605,0.001614775,0.002126026,0.001251002,0.002621414,0.002965258,0.006839558,0,0.000146416,0,0,0,0,0.001919446,0.001519215,0.031521139,0,0.002230859,0,0,0,0.052177542,0,0,0.000695173,0,0,0.00167009,0,0.00042701,0.046133186,0,0,0,0,0,0.069974473
TEa,0.000420238,0,0,0,0,0,0.087707544,0.108162207,0.024266133,0,0,0,0,0,0,0.036597227,0,0,0.017970422,0.142737167,0,0.126098332,0.020441436,0.011190132,0,0,0,0.071461428,9.18188E-05,0.004544885,0.058201972,0,0.009864605,0,0,1.932409715,0,0,7.59636E-05,0,0,0,0,0,7.8774E-06,0.330642359,0,0,0.003998326,0,0,0,0.011621226,0.009829643,0.088043358,0,0.000445887,0.108815734,0.005846598,0.003998249,0.002454812,0,0,0.002691014,0,0,0.000217899,0,0.059209483,0,0.016301825,0.039198656,0.052257256,0,0,0.045135488,0.001070617,0,0,0,0,0,0.000214305,0.015561737,0,0,0.021092849,0,0.008733447,0,0.052143612,0,0,0,0.240420764,0.134041306,0,0,0.002813258,0.064546716,0,0,0,0,0.001120547,0,0,0.01235083,0.003465339,0,0.025269702,0,0.005589793,0,0,0,0.027401846,0,0.00130844,0.012105184,0.00112067,0.008477423,0.01709215,0,0.006707851,0,0,0,0,0,0,0.066253183,0.003661982,0,0.012108698,0.00067706,0,0,0,0.002287374,0,0.000489992,0,0.014011399,0,0.004190058,0,2.94729E-06,0,0,0,0.002659388,2.85517E-05,0,0.010106845,0.004315692,0,0,0.062258101,0,0.188120162,0.132289188,0,0.022970527,0,0.000297165,0.006402975,0.007107326,0,0.003656536,0.00433085,0.014900899,0,0,3.54135E-05,0.000100959,0.172183593,0,0.090838152,0.042313043,0,0.05209431,0.216383406,0.001136875,0,0,0,0.000981747,0.000255569,0.250374974,0,0,0,0,0,0,0.018150743,0,0,0.117613243,0.110899363,0.178441013,0.172489238,0.23393882,0.016902584,0.111182091,0.012488981,0,0,0,0.015410304,0.00357327,0
TR,0.079609453,0,0,0.171431114,0,0,0.091467937,0.233263847,0.031506478,0,0,0,0,0,0,0,0,0,0,0.001538363,0,0.645285749,0.281938216,0.242514476,0.11702773,0.004335057,0.010712643,0.732931937,7.58833E-05,0,0.056889314,0,0,0.039655541,0.109353049,0,0,9.37517E-05,8.91584E-05,0,0,0,0,0.016933933,0,0.094001526,0.791387767,0.022868171,0.323864962,0.13983248,6.7831E-05,0,0,0.048322845,0.001042086,0,0,0.08131334,0.095302568,0,0,0,0.009248734,0,1.40262E-05,0,7.55557E-05,0,0.033337863,0,0,0,0,0,0.014226842,0,0.038767444,0,0,0.007241094,0,0.014311875,0,0,0,0,0.100375691,0.000289314,0,0,0,0,0,0,0,0,0,0.001053335,0,0,0.00247458,0,0.0227364,0,5.62089E-06,0.054661131,0,0,0,3.13626E-05,0,0,0.001111617,0.227616882,0.024108334,0.045594123,0,0,0,0.000134465,0,0.186851042,0,0,0,0,0,0,0.794799525,0,0,0,0,0,9.82329E-06,0,0,3.61412E-06,0,0,0,0,0,0,0.000154147,0,0,0,0,0.002015503,0,0,0,0,0,0,0,0,7.16721E-05,0,0,0,0,0.158276337,0,0,0,0.000204739,5.53626E-06,0,0,0,1.39323E-05,0,0,0,0,0,0.000540858,0.00047171,0,0,0.0035606,0,0,0.315962648,0,2.37111E-06,0,0.018700572,0,0,0,0.047782715,0.019212813,0,0,6.44112E-05,0,0.03042707,0,0,0,0,0,0,0,0,0,0,0,0,0
TRN,0,0.000226484,0,0,0,0,0.000545486,0,0,0,0.002056134,0.000206487,0.506217651,0,0,0,0.000346876,0,0,0,0.00031008,0,0,0.016866565,0,0,0,0,0.040655659,0,0.001409174,0.003493629,0.009300322,0,0.00063514,0,0,0.14254106,0.00304704,0.008512321,0,0.015977511,0.033725776,4.76305E-05,0.005513139,0,0,0,0.001624388,0,0.081901737,0,0,0,0,0,0,0.001313054,0,0,7.91311E-05,0,0.001800969,0.003756164,0,0,0.013597371,0,0.000223431,0,0,0,0,0.00994675,0.19238461,0,0.040022722,0,0.000356045,0.014498406,0,0,0.028239676,0.020748775,0,0,0,0.003994536,0,0,0,0.000815665,0,0,0,0,0.00135261,0.012151448,0.002616951,0.271356876,0.004867461,0,0.049010346,0.005971232,0.012333553,0.001025532,0.010119246,0,0.004437388,0,0.00054273,0,0.001166695,0,0,0.000106284,0.218406897,0,0,0.013660045,0.026448956,0,0.012200421,0.403145957,0.285750728,0,0,0.020907611,0,0.000555578,0,0,0.001085483,0.00026552,0,0.026082867,0,0.169010802,0.122442471,0.149698404,0,0,0,0,0.004348887,0.011399855,0,0.000362758,0.055089341,0.002304462,0,0.002659932,0,0.018367119,0.030593598,0,0.000565222,0.001500095,0,0.000321237,0.09249286,0,0.003712816,0,0.205136065,0.000891663,0.012970561,0.000504055,0.012152401,0.002473315,0.002123061,0,0,0,0.000730746,0,0,0.007863838,0.000528319,0.000443064,0,0.005445786,0.000499148,0.002339713,0,0,0.004923641,0.001349748,0,0,0,0,0.001373082,0.001060657,0.008471096,0,0,0.032681695,0,0,0,0,0,0,8.73162E-06,0,0.007166071,0.001737592,0,0,0,0.05688389,0
